Station,Date,Taxon,Groupe_taxons,MESURE_Numero_individu,Longueur_poisson_cm,Substrat_Suivis,Longueur_transect_metre,STATION_Identifiant,OBSERVATION_Coordonnees_MINX,OBSERVATION_Coordonnees_MINY,Flag,Year
La Saline_GR15,2008-12-19,Epinephelus merra,Acropore branchu,2.0,16,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2008
La Saline_GR15,2010-01-21,Epinephelus merra,Acropore branchu,1.0,25,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2010
La Saline_GR15,2010-01-21,Epinephelus merra,Acropore branchu,2.0,13,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2010
La Saline_GR15,2010-01-21,Epinephelus merra,Acropore branchu,3.0,8,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2010
La Saline_GR15,2011-02-28,Epinephelus merra,,1.0,16,,20,60010484,55.2384,-21.10025,Belt,2011
La Saline_GR15,2011-02-28,Epinephelus merra,,2.0,20,,20,60010484,55.2384,-21.10025,Belt,2011
La Saline_GR15,2011-02-28,Epinephelus merra,,3.0,12,,20,60010484,55.2384,-21.10025,Belt,2011
La Saline_GR15,2012-01-16,Epinephelus merra,Algues gazonnantes,1.0,18,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2012
La Saline_GR15,2012-01-16,Epinephelus merra,Algues gazonnantes,2.0,15,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2012
La Saline_GR15,2012-01-16,Epinephelus merra,Algues gazonnantes,3.0,11,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2012
La Saline_GR15,2012-01-16,Epinephelus merra,Acropore digité,4.0,19,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2012
La Saline_GR15,2013-01-11,Epinephelus merra,Algues gazonnantes,1.0,24,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2013
La Saline_GR15,2013-01-11,Epinephelus merra,Acropore branchu,2.0,17,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2013
La Saline_GR15,2013-01-11,Epinephelus merra,Algues gazonnantes,3.0,22,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2013
La Saline_GR15,2013-01-11,Epinephelus merra,Algues gazonnantes,4.0,15,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2013
La Saline_GR15,2013-01-11,Epinephelus merra,Acropore branchu,5.0,22,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2013
La Saline_GR15,2015-03-03,Epinephelus merra,,1.0,8,,20,60010484,55.2384,-21.10025,Belt,2015
La Saline_GR15,2016-01-19,Epinephelus merra,,1.0,6,,20,60010484,55.2384,-21.10025,Belt,2016
La Saline_GR15,2016-01-19,Epinephelus merra,,2.0,10,,20,60010484,55.2384,-21.10025,Belt,2016
La Saline_GR15,2017-01-27,Epinephelus merra,Acropore branchu,1.0,16,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Acropore branchu,2.0,17,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Algues gazonnantes,3.0,9,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Acropore branchu,4.0,12,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Acropore branchu,5.0,11,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Algues gazonnantes,6.0,13,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Algues gazonnantes,7.0,9,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2017-01-27,Epinephelus merra,Algues gazonnantes,8.0,10,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2017
La Saline_GR15,2018-01-29,Epinephelus merra,Acropore branchu,1.0,16,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2018
La Saline_GR15,2019-01-15,Epinephelus merra,Acropore branchu,1.0,15,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2019
La Saline_GR15,2020-01-08,Epinephelus merra,Acropore branchu,1.0,16,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2020
La Saline_GR15,2020-11-26,Epinephelus merra,Acropore branchu,1.0,14,Substrat dur colonisé,20,60010484,55.23843,-21.10041,Belt,2020
La Saline_GR15,2020-11-26,Epinephelus merra,Acropore digité,2.0,14,Substrat dur colonisé,20,60010484,55.23843,-21.10041,Belt,2020
La Saline_GR15,2020-11-26,Epinephelus merra,,3.0,11,Débris,20,60010484,55.23843,-21.10041,Belt,2020
La Saline_GR15,2020-11-26,Epinephelus merra,Acropore digité,4.0,16,Substrat dur colonisé,20,60010484,55.23843,-21.10041,Belt,2020
La Saline_GR15,2020-11-26,Epinephelus merra,Acropore digité,5.0,16,Substrat dur colonisé,20,60010484,55.23843,-21.10041,Belt,2020
La Saline_GR15,2020-11-26,Epinephelus merra,Acropore digité,6.0,16,Substrat dur colonisé,20,60010484,55.23843,-21.10041,Belt,2020
La Saline_GR15,2022-01-11,Epinephelus merra,Acropore branchu,1.0,10,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus merra,Acropore branchu,2.0,6,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus merra,Algues gazonnantes,3.0,20,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus merra,Algues gazonnantes,4.0,6,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus merra,Algues gazonnantes,5.0,8,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus merra,Algues gazonnantes,6.0,6,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus merra,Algues gazonnantes,7.0,15,Corail mort en place,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-01-11,Epinephelus tauvina,Acropore tabulaire,8.0,20,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,Acropore digité,1.0,13,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,Acropore branchu,2.0,18,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,Acropore digité,3.0,11,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,Acropore digité,4.0,20,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,Acropore digité,5.0,25,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,,6.0,14,Débris,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR15,2022-12-05,Epinephelus merra,Acropore branchu,7.0,20,Substrat dur colonisé,20,60010484,55.2384,-21.10025,Belt,2022
La Saline_GR16,2008-01-30,Epinephelus merra,Algues gazonnantes,1.0,8,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-01-30,Epinephelus merra,Acropore branchu,2.0,10,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-01-30,Epinephelus merra,Non-Acropore submassif,3.0,13,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-01-30,Epinephelus merra,Acropore branchu,4.0,13,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-12-26,Epinephelus merra,Non-Acropore submassif,1.0,10,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-12-26,Epinephelus merra,Algues gazonnantes,2.0,9,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-12-26,Epinephelus merra,Non-Acropore submassif,3.0,13,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-12-26,Epinephelus merra,Acropore branchu,4.0,17,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-12-26,Epinephelus merra,Non-Acropore submassif,5.0,10,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2008-12-26,Epinephelus merra,Acropore digité,6.0,20,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2008
La Saline_GR16,2010-01-21,Epinephelus merra,Acropore branchu,1.0,16,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2010
La Saline_GR16,2010-01-21,Epinephelus merra,,2.0,16,Débris,20,60010485,55.23714,-21.09947,Belt,2010
La Saline_GR16,2010-01-21,Epinephelus merra,,3.0,19,Débris,20,60010485,55.23714,-21.09947,Belt,2010
La Saline_GR16,2010-01-21,Epinephelus merra,Acropore branchu,4.0,14,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2010
La Saline_GR16,2011-02-28,Epinephelus merra,Acropore branchu,1.0,19,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2011
La Saline_GR16,2011-02-28,Epinephelus merra,Acropore branchu,2.0,15,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2011
La Saline_GR16,2011-02-28,Epinephelus merra,Algues gazonnantes,3.0,11,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2011
La Saline_GR16,2012-01-10,Epinephelus merra,Algues gazonnantes,1.0,19,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2012
La Saline_GR16,2012-01-10,Epinephelus merra,Acropore digité,2.0,10,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2012
La Saline_GR16,2013-01-14,Epinephelus merra,Acropore branchu,1.0,16,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2013
La Saline_GR16,2013-01-14,Epinephelus merra,Algues gazonnantes,2.0,20,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2013
La Saline_GR16,2013-01-14,Epinephelus merra,Acropore digité,3.0,17,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2013
La Saline_GR16,2013-01-14,Epinephelus merra,Non-Acropore submassif,4.0,22,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2013
La Saline_GR16,2013-01-14,Epinephelus merra,Algues gazonnantes,5.0,16,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2013
La Saline_GR16,2015-03-03,Epinephelus merra,,1.0,7,,20,60010485,55.23714,-21.09947,Belt,2015
La Saline_GR16,2015-03-03,Epinephelus merra,Acropore digité,2.0,7,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2015
La Saline_GR16,2015-03-03,Epinephelus merra,Acropore digité,3.0,8,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2015
La Saline_GR16,2015-03-03,Epinephelus merra,,4.0,8,,20,60010485,55.23714,-21.09947,Belt,2015
La Saline_GR16,2015-03-03,Epinephelus merra,,5.0,18,,20,60010485,55.23714,-21.09947,Belt,2015
La Saline_GR16,2016-01-19,Epinephelus merra,,1.0,7,,20,60010485,55.23714,-21.09947,Belt,2016
La Saline_GR16,2016-01-19,Epinephelus merra,,2.0,10,,20,60010485,55.23714,-21.09947,Belt,2016
La Saline_GR16,2016-01-19,Epinephelus merra,,3.0,20,,20,60010485,55.23714,-21.09947,Belt,2016
La Saline_GR16,2016-01-19,Epinephelus merra,,4.0,15,,20,60010485,55.23714,-21.09947,Belt,2016
La Saline_GR16,2016-01-19,Epinephelus merra,,5.0,7,,20,60010485,55.23714,-21.09947,Belt,2016
La Saline_GR16,2017-01-27,Epinephelus merra,Non-Acropore submassif,1.0,10,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2017
La Saline_GR16,2017-01-27,Epinephelus merra,Algues gazonnantes,2.0,10,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2017
La Saline_GR16,2018-01-29,Epinephelus merra,Non-Acropore submassif,1.0,12,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2018
La Saline_GR16,2018-01-29,Epinephelus merra,Algues gazonnantes,2.0,15,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2018
La Saline_GR16,2018-01-29,Epinephelus merra,,3.0,10,Sable,20,60010485,55.23714,-21.09947,Belt,2018
La Saline_GR16,2019-01-15,Epinephelus merra,Non-Acropore submassif,1.0,11,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2019
La Saline_GR16,2019-01-15,Epinephelus merra,Acropore digité,2.0,11,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2019
La Saline_GR16,2020-01-08,Epinephelus merra,Algues gazonnantes,1.0,10,,20,60010485,55.23714,-21.09947,Belt,2020
La Saline_GR16,2020-01-08,Epinephelus merra,,2.0,10,Sable,20,60010485,55.23714,-21.09947,Belt,2020
La Saline_GR16,2020-11-26,Epinephelus merra,,1.0,13,Sable,20,60010485,55.23714,-21.09947,Belt,2020
La Saline_GR16,2020-11-26,Epinephelus merra,Non-Acropore submassif,2.0,15,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2020
La Saline_GR16,2020-11-26,Epinephelus tauvina,Algues gazonnantes,3.0,20,Corail mort en place,20,60010485,55.23714,-21.09947,Belt,2020
La Saline_GR16,2022-01-11,Epinephelus merra,Non-Acropore submassif,1.0,6,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-01-11,Epinephelus merra,Non-Acropore submassif,2.0,14,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-01-11,Epinephelus merra,Non-Acropore submassif,3.0,15,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-01-11,Epinephelus merra,Non-Acropore submassif,4.0,20,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-01-11,Epinephelus merra,,5.0,7,Sable,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-01-11,Epinephelus merra,Non-Acropore submassif,6.0,11,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-12-05,Epinephelus merra,Non-Acropore submassif,1.0,9,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-12-05,Epinephelus merra,Non-Acropore submassif,2.0,12,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-12-05,Epinephelus merra,Non-Acropore submassif,3.0,14,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-12-05,Epinephelus merra,Non-Acropore submassif,4.0,15,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-12-05,Epinephelus merra,Non-Acropore submassif,5.0,18,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR16,2022-12-05,Epinephelus merra,Non-Acropore submassif,6.0,14,Substrat dur colonisé,20,60010485,55.23714,-21.09947,Belt,2022
La Saline_GR17,2008-01-30,,,1.0,,,20,60010486,55.24063,-21.1016,Belt,2008
La Saline_GR17,2008-12-19,Epinephelus merra,Acropore branchu,1.0,13,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2008
La Saline_GR17,2008-12-19,Epinephelus merra,Non-Acropore foliacé,2.0,14,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2008
La Saline_GR17,2008-12-19,Epinephelus merra,Acropore branchu,3.0,16,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2008
La Saline_GR17,2010-01-21,Epinephelus merra,Non-Acropore submassif,1.0,18,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2010
La Saline_GR17,2010-01-21,Epinephelus merra,Non-Acropore encroutant,2.0,15,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2010
La Saline_GR17,2010-01-21,Epinephelus merra,Acropore digité,3.0,11,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2010
La Saline_GR17,2010-01-21,Epinephelus merra,Non-Acropore submassif,4.0,25,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2010
La Saline_GR17,2011-02-28,Epinephelus merra,,1.0,20,,20,60010486,55.24063,-21.1016,Belt,2011
La Saline_GR17,2011-02-28,Epinephelus merra,Acropore digité,2.0,17,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2011
La Saline_GR17,2011-02-28,Epinephelus merra,Acropore digité,3.0,15,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2011
La Saline_GR17,2011-02-28,Epinephelus merra,Acropore branchu,4.0,16,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2011
La Saline_GR17,2011-02-28,Epinephelus merra,Acropore digité,5.0,14,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2011
La Saline_GR17,2012-01-16,Epinephelus merra,Acropore digité,1.0,20,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2012
La Saline_GR17,2013-01-11,Epinephelus merra,Acropore digité,1.0,16,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2013
La Saline_GR17,2015-03-03,Epinephelus merra,Acropore digité,1.0,8,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2015
La Saline_GR17,2015-03-03,Epinephelus merra,Acropore digité,2.0,7,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2015
La Saline_GR17,2015-03-03,Epinephelus merra,Acropore digité,3.0,15,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2015
La Saline_GR17,2016-01-19,Epinephelus merra,,1.0,10,,20,60010486,55.24063,-21.1016,Belt,2016
La Saline_GR17,2016-01-19,Epinephelus merra,,2.0,15,,20,60010486,55.24063,-21.1016,Belt,2016
La Saline_GR17,2016-01-19,Epinephelus merra,,3.0,12,,20,60010486,55.24063,-21.1016,Belt,2016
La Saline_GR17,2016-01-19,Epinephelus merra,,4.0,10,,20,60010486,55.24063,-21.1016,Belt,2016
La Saline_GR17,2016-01-19,Epinephelus merra,,5.0,11,,20,60010486,55.24063,-21.1016,Belt,2016
La Saline_GR17,2016-01-19,Epinephelus merra,,6.0,10,,20,60010486,55.24063,-21.1016,Belt,2016
La Saline_GR17,2017-01-27,Epinephelus merra,Algues gazonnantes,1.0,11,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Algues gazonnantes,2.0,9,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Algues gazonnantes,3.0,13,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Algues gazonnantes,4.0,15,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Acropore digité,5.0,16,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Acropore digité,6.0,10,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Non-Acropore foliacé,7.0,9,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Algues gazonnantes,8.0,9,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2017-01-27,Epinephelus merra,Acropore digité,9.0,16,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2017
La Saline_GR17,2018-01-23,Epinephelus merra,Acropore branchu,1.0,14,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2018
La Saline_GR17,2018-01-23,Epinephelus merra,Acropore branchu,2.0,13,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2018
La Saline_GR17,2018-01-23,Epinephelus merra,Algues gazonnantes,3.0,12,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2018
La Saline_GR17,2019-01-07,Epinephelus merra,,1.0,14,Sable,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2019-01-07,Epinephelus merra,Acropore branchu,2.0,14,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2019-01-07,Epinephelus merra,Algues gazonnantes,3.0,17,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2019-01-07,Epinephelus merra,Algues gazonnantes,4.0,12,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2019-01-07,Epinephelus merra,Algues gazonnantes,5.0,13,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2019-01-07,Epinephelus merra,Algues gazonnantes,6.0,11,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2019-12-12,,,,,,20,60010486,55.24063,-21.1016,Belt,2019
La Saline_GR17,2020-12-15,Epinephelus merra,Acropore digité,1.0,17,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2020
La Saline_GR17,2022-01-11,Epinephelus merra,Acropore branchu,1.0,9,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-01-11,Epinephelus merra,Acropore branchu,2.0,9,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-01-11,Epinephelus merra,Algues gazonnantes,3.0,8,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-01-11,Epinephelus merra,Algues gazonnantes,4.0,11,Corail mort en place,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-01-11,Epinephelus merra,Acropore digité,5.0,9,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-12-02,Epinephelus merra,Acropore branchu,1.0,18,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-12-02,Epinephelus merra,Acropore branchu,2.0,11,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-12-02,Epinephelus merra,Acropore branchu,3.0,14,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-12-02,Epinephelus merra,Acropore branchu,4.0,14,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-12-02,Epinephelus merra,Acropore branchu,5.0,7,Substrat dur colonisé,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR17,2022-12-02,Epinephelus merra,,6.0,17,Sable,20,60010486,55.24063,-21.1016,Belt,2022
La Saline_GR18,2008-01-30,,,1.0,,,20,60010487,55.23998,-21.10119,Belt,2008
La Saline_GR18,2008-12-19,Epinephelus merra,Acropore branchu,1.0,8,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2008
La Saline_GR18,2008-12-19,Epinephelus merra,Acropore branchu,2.0,16,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2008
La Saline_GR18,2008-12-19,Epinephelus merra,Acropore branchu,3.0,20,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2008
La Saline_GR18,2010-01-21,Epinephelus merra,Non-Acropore submassif,1.0,20,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2010
La Saline_GR18,2010-01-21,Epinephelus merra,Non-Acropore submassif,2.0,17,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2010
La Saline_GR18,2011-02-28,,,1.0,,,20,60010487,55.23998,-21.10119,Belt,2011
La Saline_GR18,2012-01-16,Epinephelus merra,Algues gazonnantes,1.0,22,Corail mort en place,20,60010487,55.23998,-21.10119,Belt,2012
La Saline_GR18,2013-01-11,,,1.0,,,20,60010487,55.23998,-21.10119,Belt,2013
La Saline_GR18,2015-03-03,Epinephelus merra,Acropore branchu,1.0,15,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2015
La Saline_GR18,2015-03-03,Epinephelus merra,Acropore branchu,2.0,12,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2015
La Saline_GR18,2015-03-03,Epinephelus merra,Acropore branchu,3.0,17,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2015
La Saline_GR18,2015-03-03,Epinephelus merra,Acropore branchu,4.0,13,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2015
La Saline_GR18,2015-03-03,Epinephelus merra,,5.0,7,,20,60010487,55.23998,-21.10119,Belt,2015
La Saline_GR18,2016-01-19,Epinephelus merra,,1.0,10,,20,60010487,55.23998,-21.10119,Belt,2016
La Saline_GR18,2016-01-19,Epinephelus merra,,2.0,5,,20,60010487,55.23998,-21.10119,Belt,2016
La Saline_GR18,2017-01-27,Epinephelus merra,Algues gazonnantes,1.0,18,Corail mort en place,20,60010487,55.23998,-21.10119,Belt,2017
La Saline_GR18,2017-01-27,Epinephelus merra,Acropore digité,2.0,10,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2017
La Saline_GR18,2017-01-27,Epinephelus merra,Acropore branchu,3.0,9,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2017
La Saline_GR18,2017-01-27,Epinephelus merra,Algues gazonnantes,4.0,14,Corail mort en place,20,60010487,55.23998,-21.10119,Belt,2017
La Saline_GR18,2018-01-23,Epinephelus merra,Algues gazonnantes,1.0,10,Corail mort en place,20,60010487,55.23998,-21.10119,Belt,2018
La Saline_GR18,2018-01-23,Epinephelus merra,Acropore branchu,2.0,14,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2018
La Saline_GR18,2019-01-07,Epinephelus merra,Acropore digité,1.0,11,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2019-01-07,Epinephelus merra,Acropore branchu,2.0,12,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2019-01-07,Epinephelus merra,,3.0,12,Sable,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2019-01-07,Epinephelus merra,Acropore branchu,4.0,10,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2019-01-07,Epinephelus merra,,5.0,14,Sable,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2019-12-12,Epinephelus merra,Acropore digité,1.0,11,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2019-12-12,Epinephelus merra,Acropore branchu,2.0,17,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2019
La Saline_GR18,2020-12-15,Epinephelus merra,Acropore branchu,1.0,14,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2020
La Saline_GR18,2020-12-15,Epinephelus merra,Acropore branchu,2.0,15,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2020
La Saline_GR18,2022-01-11,Epinephelus merra,Acropore digité,1.0,8,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2022
La Saline_GR18,2022-01-11,Epinephelus merra,Acropore tabulaire,2.0,9,Substrat dur colonisé,20,60010487,55.23998,-21.10119,Belt,2022
