Station,Date,Taxon,Groupe_taxons,MESURE_Numero_individu,REPLICAT_Longueur_transect,STATION_Identifiant,OBSERVATION_Coordonnees_MINX,OBSERVATION_Coordonnees_MINY,OBSERVATION_Coordonnees_MAXX,OBSERVATION_Coordonnees_MAXY,REPLICAT_Substrat_Protocole_LIT,Flag,Year
La Saline_GH04,2014-02-04,,Non-Acropore massif,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2014
La Saline_GH04,2014-02-04,,Algues gazonnantes,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2014
La Saline_GH04,2014-02-04,,Acropore branchu,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2014
La Saline_GH04,2014-02-04,,Non-Acropore massif,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2014
La Saline_GH04,2014-02-04,,Algues gazonnantes,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2014
La Saline_GH04,2014-02-04,,Non-Acropore massif,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2014
La Saline_GH04,2014-02-04,,,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2014
La Saline_GH04,2014-02-04,,Non-Acropore massif,16,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2014
La Saline_GH04,2014-02-04,,,17,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2014
La Saline_GH04,2014-02-04,,Non-Acropore massif,18,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2014
La Saline_GH04,2015-02-10,,Non-Acropore submassif,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,Eponge,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2015
La Saline_GH04,2015-02-10,,,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2015
La Saline_GH04,2015-02-10,,,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,Algues gazonnantes,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,Algues gazonnantes,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,16,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,17,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2015
La Saline_GH04,2015-02-10,,,18,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,19,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,Algues calcaires récifs,20,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,Algues gazonnantes,21,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,22,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,Algues gazonnantes,23,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,24,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,25,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2015
La Saline_GH04,2015-02-10,,,26,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2015
La Saline_GH04,2015-02-10,,Algues gazonnantes,27,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,28,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2015-02-10,,,29,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2015
La Saline_GH04,2015-02-10,,Non-Acropore submassif,30,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2015
La Saline_GH04,2016-01-21,,Acropore branchu,1,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Algues gazonnantes,2,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2016
La Saline_GH04,2016-01-21,,Acropore branchu,3,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Algues gazonnantes,4,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2016
La Saline_GH04,2016-01-21,,Acropore branchu,5,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,6,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,,7,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,8,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Acropore branchu,9,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,10,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Algues gazonnantes,11,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,12,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Algues gazonnantes,13,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,14,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore massif,15,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,16,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Algues gazonnantes,17,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,18,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Algues gazonnantes,19,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2016
La Saline_GH04,2016-01-21,,Non-Acropore submassif,20,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2016-01-21,,Acropore branchu,21,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2016
La Saline_GH04,2017-02-02,,Non-Acropore submassif,1,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,2,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,3,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,4,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,5,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,6,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,,7,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,8,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,9,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,10,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,11,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,,12,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,13,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,,14,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,15,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,16,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,Non-Acropore submassif,17,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Acropore branchu,18,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,19,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,Acropore branchu,20,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2017-02-02,,Algues gazonnantes,21,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2017
La Saline_GH04,2017-02-02,,Acropore branchu,22,2000,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2017
La Saline_GH04,2018-01-29,,Non-Acropore submassif,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2018
La Saline_GH04,2018-01-29,,Acropore branchu,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Acropore digité,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,16,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,17,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,18,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,19,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,20,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,,21,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2018
La Saline_GH04,2018-01-29,,Eponge,22,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,,23,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2018
La Saline_GH04,2018-01-29,,Non-Acropore submassif,24,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Acropore branchu,25,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,26,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Acropore branchu,27,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,28,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2018
La Saline_GH04,2018-01-29,,Acropore branchu,29,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2018
La Saline_GH04,2018-01-29,,Algues gazonnantes,30,20,60010453,55.23427,-21.09645,55.23427,-21.09645,,substrat,2018
La Saline_GH04,2019-01-04,,Non-Acropore submassif,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2019
La Saline_GH04,2019-01-04,,,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Acropore branchu,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Non-Acropore submassif,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2019
La Saline_GH04,2019-01-04,,Non-Acropore submassif,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2019
La Saline_GH04,2019-01-04,,Acropore branchu,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Algues gazonnantes,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2019
La Saline_GH04,2019-01-04,,Acropore branchu,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Non-Acropore submassif,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Acropore branchu,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Algues gazonnantes,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2019
La Saline_GH04,2019-01-04,,Non-Acropore submassif,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,,16,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2019
La Saline_GH04,2019-01-04,,Non-Acropore submassif,17,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,,18,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2019
La Saline_GH04,2019-01-04,,Non-Acropore submassif,19,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2019
La Saline_GH04,2019-01-04,,Algues gazonnantes,20,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2019
La Saline_GH04,2020-01-08,,Non-Acropore submassif,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2020
La Saline_GH04,2020-01-08,,Non-Acropore submassif,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,Acropore branchu,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,Non-Acropore submassif,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,Algues gazonnantes,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-01-08,,Non-Acropore submassif,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,Algues gazonnantes,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-01-08,,Non-Acropore submassif,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,Acropore branchu,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-01-08,,Algues gazonnantes,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Acropore branchu,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,16,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2020-11-05,,Algues gazonnantes,17,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2020
La Saline_GH04,2020-11-05,,Non-Acropore submassif,18,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2020
La Saline_GH04,2021-12-10,,Non-Acropore submassif,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,Acropore branchu,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,Non-Acropore submassif,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,Non-Acropore submassif,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2021
La Saline_GH04,2021-12-10,,Non-Acropore submassif,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,Non-Acropore submassif,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,Non-Acropore submassif,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2021
La Saline_GH04,2021-12-10,,Algues gazonnantes,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2021
La Saline_GH04,2021-12-10,,,16,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2021
La Saline_GH04,2021-12-10,,,17,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2021
La Saline_GH04,2022-12-07,,Algues gazonnantes,1,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2022
La Saline_GH04,2022-12-07,,Non-Acropore submassif,2,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,3,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2022
La Saline_GH04,2022-12-07,,Non-Acropore submassif,4,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,5,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2022
La Saline_GH04,2022-12-07,,,6,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2022
La Saline_GH04,2022-12-07,,,7,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Sable,substrat,2022
La Saline_GH04,2022-12-07,,Non-Acropore submassif,8,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,9,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,10,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Débris,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,11,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2022
La Saline_GH04,2022-12-07,,Non-Acropore submassif,12,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,13,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2022
La Saline_GH04,2022-12-07,,Non-Acropore submassif,14,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Substrat dur colonisé,substrat,2022
La Saline_GH04,2022-12-07,,Algues gazonnantes,15,20,60010453,55.23427,-21.09645,55.23427,-21.09645,Corail mort en place,substrat,2022
